image,source,type_degradation,niveau
degraded\shoes\152_blur_medium.jpg,originals\shoes\SHO_032.jpg,blur,medium
degraded\shoes\152_blur_high.jpg,originals\shoes\SHO_032.jpg,blur,high
degraded\shoes\152_underexposure_low.jpg,originals\shoes\SHO_032.jpg,underexposure,low
degraded\shoes\152_underexposure_medium.jpg,originals\shoes\SHO_032.jpg,underexposure,medium
degraded\shoes\152_underexposure_high.jpg,originals\shoes\SHO_032.jpg,underexposure,high
degraded\shoes\152_overexposure_low.jpg,originals\shoes\SHO_032.jpg,overexposure,low
degraded\shoes\152_overexposure_medium.jpg,originals\shoes\SHO_032.jpg,overexposure,medium
degraded\shoes\152_overexposure_high.jpg,originals\shoes\SHO_032.jpg,overexposure,high
degraded\shoes\152_bad_crop_low.jpg,originals\shoes\SHO_032.jpg,bad_crop,low
degraded\shoes\152_bad_crop_medium.jpg,originals\shoes\SHO_032.jpg,bad_crop,medium
degraded\shoes\152_bad_crop_high.jpg,originals\shoes\SHO_032.jpg,bad_crop,high
degraded\shoes\152_lowres_low.jpg,originals\shoes\SHO_032.jpg,lowres,low
degraded\shoes\152_lowres_medium.jpg,originals\shoes\SHO_032.jpg,lowres,medium
degraded\shoes\152_lowres_high.jpg,originals\shoes\SHO_032.jpg,lowres,high
degraded\shoes\152_jpeg_low.jpg,originals\shoes\SHO_032.jpg,jpeg,low
degraded\shoes\152_jpeg_medium.jpg,originals\shoes\SHO_032.jpg,jpeg,medium
degraded\shoes\152_jpeg_high.jpg,originals\shoes\SHO_032.jpg,jpeg,high
degraded\shoes\153_blur_low.jpg,originals\shoes\SHO_033.jpg,blur,low
degraded\shoes\153_blur_medium.jpg,originals\shoes\SHO_033.jpg,blur,medium
degraded\shoes\153_blur_high.jpg,originals\shoes\SHO_033.jpg,blur,high
degraded\shoes\153_underexposure_low.jpg,originals\shoes\SHO_033.jpg,underexposure,low
degraded\shoes\153_underexposure_medium.jpg,originals\shoes\SHO_033.jpg,underexposure,medium
degraded\shoes\153_underexposure_high.jpg,originals\shoes\SHO_033.jpg,underexposure,high
degraded\shoes\153_overexposure_low.jpg,originals\shoes\SHO_033.jpg,overexposure,low
degraded\shoes\153_overexposure_medium.jpg,originals\shoes\SHO_033.jpg,overexposure,medium
degraded\shoes\153_overexposure_high.jpg,originals\shoes\SHO_033.jpg,overexposure,high
degraded\shoes\153_bad_crop_low.jpg,originals\shoes\SHO_033.jpg,bad_crop,low
degraded\shoes\153_bad_crop_medium.jpg,originals\shoes\SHO_033.jpg,bad_crop,medium
degraded\shoes\153_bad_crop_high.jpg,originals\shoes\SHO_033.jpg,bad_crop,high
degraded\shoes\153_lowres_low.jpg,originals\shoes\SHO_033.jpg,lowres,low
degraded\shoes\153_lowres_medium.jpg,originals\shoes\SHO_033.jpg,lowres,medium
degraded\shoes\153_lowres_high.jpg,originals\shoes\SHO_033.jpg,lowres,high
degraded\shoes\153_jpeg_low.jpg,originals\shoes\SHO_033.jpg,jpeg,low
degraded\shoes\153_jpeg_medium.jpg,originals\shoes\SHO_033.jpg,jpeg,medium
degraded\shoes\153_jpeg_high.jpg,originals\shoes\SHO_033.jpg,jpeg,high
degraded\shoes\154_blur_low.jpg,originals\shoes\SHO_034.jpg,blur,low
degraded\shoes\154_blur_medium.jpg,originals\shoes\SHO_034.jpg,blur,medium
degraded\shoes\154_blur_high.jpg,originals\shoes\SHO_034.jpg,blur,high
degraded\shoes\154_underexposure_low.jpg,originals\shoes\SHO_034.jpg,underexposure,low
degraded\shoes\154_underexposure_medium.jpg,originals\shoes\SHO_034.jpg,underexposure,medium
degraded\shoes\154_underexposure_high.jpg,originals\shoes\SHO_034.jpg,underexposure,high
degraded\shoes\154_overexposure_low.jpg,originals\shoes\SHO_034.jpg,overexposure,low
degraded\shoes\154_overexposure_medium.jpg,originals\shoes\SHO_034.jpg,overexposure,medium
degraded\shoes\154_overexposure_high.jpg,originals\shoes\SHO_034.jpg,overexposure,high
degraded\shoes\154_bad_crop_low.jpg,originals\shoes\SHO_034.jpg,bad_crop,low
degraded\shoes\154_bad_crop_medium.jpg,originals\shoes\SHO_034.jpg,bad_crop,medium
degraded\shoes\154_bad_crop_high.jpg,originals\shoes\SHO_034.jpg,bad_crop,high
degraded\shoes\154_lowres_low.jpg,originals\shoes\SHO_034.jpg,lowres,low
degraded\shoes\154_lowres_medium.jpg,originals\shoes\SHO_034.jpg,lowres,medium
degraded\shoes\154_lowres_high.jpg,originals\shoes\SHO_034.jpg,lowres,high
degraded\shoes\154_jpeg_low.jpg,originals\shoes\SHO_034.jpg,jpeg,low
degraded\shoes\154_jpeg_medium.jpg,originals\shoes\SHO_034.jpg,jpeg,medium
degraded\shoes\154_jpeg_high.jpg,originals\shoes\SHO_034.jpg,jpeg,high
degraded\shoes\155_blur_low.jpg,originals\shoes\SHO_035.jpg,blur,low
degraded\shoes\155_blur_medium.jpg,originals\shoes\SHO_035.jpg,blur,medium
degraded\shoes\155_blur_high.jpg,originals\shoes\SHO_035.jpg,blur,high
degraded\shoes\155_underexposure_low.jpg,originals\shoes\SHO_035.jpg,underexposure,low
degraded\shoes\155_underexposure_medium.jpg,originals\shoes\SHO_035.jpg,underexposure,medium
degraded\shoes\155_underexposure_high.jpg,originals\shoes\SHO_035.jpg,underexposure,high
degraded\shoes\155_overexposure_low.jpg,originals\shoes\SHO_035.jpg,overexposure,low
degraded\shoes\155_overexposure_medium.jpg,originals\shoes\SHO_035.jpg,overexposure,medium
degraded\shoes\155_overexposure_high.jpg,originals\shoes\SHO_035.jpg,overexposure,high
degraded\shoes\155_bad_crop_low.jpg,originals\shoes\SHO_035.jpg,bad_crop,low
degraded\shoes\155_bad_crop_medium.jpg,originals\shoes\SHO_035.jpg,bad_crop,medium
degraded\shoes\155_bad_crop_high.jpg,originals\shoes\SHO_035.jpg,bad_crop,high
degraded\shoes\155_lowres_low.jpg,originals\shoes\SHO_035.jpg,lowres,low
degraded\shoes\155_lowres_medium.jpg,originals\shoes\SHO_035.jpg,lowres,medium
degraded\shoes\155_lowres_high.jpg,originals\shoes\SHO_035.jpg,lowres,high
degraded\shoes\155_jpeg_low.jpg,originals\shoes\SHO_035.jpg,jpeg,low
degraded\shoes\155_jpeg_medium.jpg,originals\shoes\SHO_035.jpg,jpeg,medium
degraded\shoes\155_jpeg_high.jpg,originals\shoes\SHO_035.jpg,jpeg,high
degraded\shoes\156_blur_low.jpg,originals\shoes\SHO_036.jpg,blur,low
degraded\shoes\156_blur_medium.jpg,originals\shoes\SHO_036.jpg,blur,medium
degraded\shoes\156_blur_high.jpg,originals\shoes\SHO_036.jpg,blur,high
degraded\shoes\156_underexposure_low.jpg,originals\shoes\SHO_036.jpg,underexposure,low
degraded\shoes\156_underexposure_medium.jpg,originals\shoes\SHO_036.jpg,underexposure,medium
degraded\shoes\156_underexposure_high.jpg,originals\shoes\SHO_036.jpg,underexposure,high
degraded\shoes\156_overexposure_low.jpg,originals\shoes\SHO_036.jpg,overexposure,low
degraded\shoes\156_overexposure_medium.jpg,originals\shoes\SHO_036.jpg,overexposure,medium
degraded\shoes\156_overexposure_high.jpg,originals\shoes\SHO_036.jpg,overexposure,high
degraded\shoes\156_bad_crop_low.jpg,originals\shoes\SHO_036.jpg,bad_crop,low
degraded\shoes\156_bad_crop_medium.jpg,originals\shoes\SHO_036.jpg,bad_crop,medium
degraded\shoes\156_bad_crop_high.jpg,originals\shoes\SHO_036.jpg,bad_crop,high
degraded\shoes\156_lowres_low.jpg,originals\shoes\SHO_036.jpg,lowres,low
degraded\shoes\156_lowres_medium.jpg,originals\shoes\SHO_036.jpg,lowres,medium
degraded\shoes\156_lowres_high.jpg,originals\shoes\SHO_036.jpg,lowres,high
degraded\shoes\156_jpeg_low.jpg,originals\shoes\SHO_036.jpg,jpeg,low
degraded\shoes\156_jpeg_medium.jpg,originals\shoes\SHO_036.jpg,jpeg,medium
degraded\shoes\156_jpeg_high.jpg,originals\shoes\SHO_036.jpg,jpeg,high
degraded\shoes\157_blur_low.jpg,originals\shoes\SHO_037.jpg,blur,low
degraded\shoes\157_blur_medium.jpg,originals\shoes\SHO_037.jpg,blur,medium
degraded\shoes\157_blur_high.jpg,originals\shoes\SHO_037.jpg,blur,high
degraded\shoes\157_underexposure_low.jpg,originals\shoes\SHO_037.jpg,underexposure,low
degraded\shoes\157_underexposure_medium.jpg,originals\shoes\SHO_037.jpg,underexposure,medium
degraded\shoes\157_underexposure_high.jpg,originals\shoes\SHO_037.jpg,underexposure,high
degraded\shoes\157_overexposure_low.jpg,originals\shoes\SHO_037.jpg,overexposure,low
degraded\shoes\157_overexposure_medium.jpg,originals\shoes\SHO_037.jpg,overexposure,medium
degraded\shoes\157_overexposure_high.jpg,originals\shoes\SHO_037.jpg,overexposure,high
degraded\shoes\157_bad_crop_low.jpg,originals\shoes\SHO_037.jpg,bad_crop,low
degraded\shoes\157_bad_crop_medium.jpg,originals\shoes\SHO_037.jpg,bad_crop,medium
degraded\shoes\157_bad_crop_high.jpg,originals\shoes\SHO_037.jpg,bad_crop,high
degraded\shoes\157_lowres_low.jpg,originals\shoes\SHO_037.jpg,lowres,low
degraded\shoes\157_lowres_medium.jpg,originals\shoes\SHO_037.jpg,lowres,medium
degraded\shoes\157_lowres_high.jpg,originals\shoes\SHO_037.jpg,lowres,high
degraded\shoes\157_jpeg_low.jpg,originals\shoes\SHO_037.jpg,jpeg,low
degraded\shoes\157_jpeg_medium.jpg,originals\shoes\SHO_037.jpg,jpeg,medium
degraded\shoes\157_jpeg_high.jpg,originals\shoes\SHO_037.jpg,jpeg,high
degraded\shoes\158_blur_low.jpg,originals\shoes\SHO_038.jpg,blur,low
degraded\shoes\158_blur_medium.jpg,originals\shoes\SHO_038.jpg,blur,medium
degraded\shoes\158_blur_high.jpg,originals\shoes\SHO_038.jpg,blur,high
degraded\shoes\158_underexposure_low.jpg,originals\shoes\SHO_038.jpg,underexposure,low
degraded\shoes\158_underexposure_medium.jpg,originals\shoes\SHO_038.jpg,underexposure,medium
degraded\shoes\158_underexposure_high.jpg,originals\shoes\SHO_038.jpg,underexposure,high
degraded\shoes\158_overexposure_low.jpg,originals\shoes\SHO_038.jpg,overexposure,low
degraded\shoes\158_overexposure_medium.jpg,originals\shoes\SHO_038.jpg,overexposure,medium
degraded\shoes\158_overexposure_high.jpg,originals\shoes\SHO_038.jpg,overexposure,high
degraded\shoes\158_bad_crop_low.jpg,originals\shoes\SHO_038.jpg,bad_crop,low
degraded\shoes\158_bad_crop_medium.jpg,originals\shoes\SHO_038.jpg,bad_crop,medium
degraded\shoes\158_bad_crop_high.jpg,originals\shoes\SHO_038.jpg,bad_crop,high
degraded\shoes\158_lowres_low.jpg,originals\shoes\SHO_038.jpg,lowres,low
degraded\shoes\158_lowres_medium.jpg,originals\shoes\SHO_038.jpg,lowres,medium
degraded\shoes\158_lowres_high.jpg,originals\shoes\SHO_038.jpg,lowres,high
degraded\shoes\158_jpeg_low.jpg,originals\shoes\SHO_038.jpg,jpeg,low
degraded\shoes\158_jpeg_medium.jpg,originals\shoes\SHO_038.jpg,jpeg,medium
degraded\shoes\158_jpeg_high.jpg,originals\shoes\SHO_038.jpg,jpeg,high
degraded\shoes\159_blur_low.jpg,originals\shoes\SHO_039.jpg,blur,low
degraded\shoes\159_blur_medium.jpg,originals\shoes\SHO_039.jpg,blur,medium
degraded\shoes\159_blur_high.jpg,originals\shoes\SHO_039.jpg,blur,high
degraded\shoes\159_underexposure_low.jpg,originals\shoes\SHO_039.jpg,underexposure,low
degraded\shoes\159_underexposure_medium.jpg,originals\shoes\SHO_039.jpg,underexposure,medium
degraded\shoes\159_underexposure_high.jpg,originals\shoes\SHO_039.jpg,underexposure,high
degraded\shoes\159_overexposure_low.jpg,originals\shoes\SHO_039.jpg,overexposure,low
degraded\shoes\159_overexposure_medium.jpg,originals\shoes\SHO_039.jpg,overexposure,medium
degraded\shoes\159_overexposure_high.jpg,originals\shoes\SHO_039.jpg,overexposure,high
degraded\shoes\159_bad_crop_low.jpg,originals\shoes\SHO_039.jpg,bad_crop,low
degraded\shoes\159_bad_crop_medium.jpg,originals\shoes\SHO_039.jpg,bad_crop,medium
degraded\shoes\159_bad_crop_high.jpg,originals\shoes\SHO_039.jpg,bad_crop,high
degraded\shoes\159_lowres_low.jpg,originals\shoes\SHO_039.jpg,lowres,low
degraded\shoes\159_lowres_medium.jpg,originals\shoes\SHO_039.jpg,lowres,medium
degraded\shoes\159_lowres_high.jpg,originals\shoes\SHO_039.jpg,lowres,high
degraded\shoes\159_jpeg_low.jpg,originals\shoes\SHO_039.jpg,jpeg,low
degraded\shoes\159_jpeg_medium.jpg,originals\shoes\SHO_039.jpg,jpeg,medium
degraded\shoes\159_jpeg_high.jpg,originals\shoes\SHO_039.jpg,jpeg,high
degraded\shoes\160_blur_low.jpg,originals\shoes\SHO_040.jpg,blur,low
degraded\shoes\160_blur_medium.jpg,originals\shoes\SHO_040.jpg,blur,medium
degraded\shoes\160_blur_high.jpg,originals\shoes\SHO_040.jpg,blur,high
degraded\shoes\160_underexposure_low.jpg,originals\shoes\SHO_040.jpg,underexposure,low
degraded\shoes\160_underexposure_medium.jpg,originals\shoes\SHO_040.jpg,underexposure,medium
degraded\shoes\160_underexposure_high.jpg,originals\shoes\SHO_040.jpg,underexposure,high
degraded\shoes\160_overexposure_low.jpg,originals\shoes\SHO_040.jpg,overexposure,low
degraded\shoes\160_overexposure_medium.jpg,originals\shoes\SHO_040.jpg,overexposure,medium
degraded\shoes\160_overexposure_high.jpg,originals\shoes\SHO_040.jpg,overexposure,high
degraded\shoes\160_bad_crop_low.jpg,originals\shoes\SHO_040.jpg,bad_crop,low
degraded\shoes\160_bad_crop_medium.jpg,originals\shoes\SHO_040.jpg,bad_crop,medium
degraded\shoes\160_bad_crop_high.jpg,originals\shoes\SHO_040.jpg,bad_crop,high
degraded\shoes\160_lowres_low.jpg,originals\shoes\SHO_040.jpg,lowres,low
degraded\shoes\160_lowres_medium.jpg,originals\shoes\SHO_040.jpg,lowres,medium
degraded\shoes\160_lowres_high.jpg,originals\shoes\SHO_040.jpg,lowres,high
degraded\shoes\160_jpeg_low.jpg,originals\shoes\SHO_040.jpg,jpeg,low
degraded\shoes\160_jpeg_medium.jpg,originals\shoes\SHO_040.jpg,jpeg,medium
degraded\shoes\160_jpeg_high.jpg,originals\shoes\SHO_040.jpg,jpeg,high
degraded\shoes\161_blur_low.jpg,originals\shoes\SHO_041.jpg,blur,low
degraded\shoes\161_blur_medium.jpg,originals\shoes\SHO_041.jpg,blur,medium
degraded\shoes\161_blur_high.jpg,originals\shoes\SHO_041.jpg,blur,high
degraded\shoes\161_underexposure_low.jpg,originals\shoes\SHO_041.jpg,underexposure,low
degraded\shoes\161_underexposure_medium.jpg,originals\shoes\SHO_041.jpg,underexposure,medium
degraded\shoes\161_underexposure_high.jpg,originals\shoes\SHO_041.jpg,underexposure,high
degraded\shoes\161_overexposure_low.jpg,originals\shoes\SHO_041.jpg,overexposure,low
degraded\shoes\161_overexposure_medium.jpg,originals\shoes\SHO_041.jpg,overexposure,medium
degraded\shoes\161_overexposure_high.jpg,originals\shoes\SHO_041.jpg,overexposure,high
degraded\shoes\161_bad_crop_low.jpg,originals\shoes\SHO_041.jpg,bad_crop,low
degraded\shoes\161_bad_crop_medium.jpg,originals\shoes\SHO_041.jpg,bad_crop,medium
degraded\shoes\161_bad_crop_high.jpg,originals\shoes\SHO_041.jpg,bad_crop,high
degraded\shoes\161_lowres_low.jpg,originals\shoes\SHO_041.jpg,lowres,low
degraded\shoes\161_lowres_medium.jpg,originals\shoes\SHO_041.jpg,lowres,medium
degraded\shoes\161_lowres_high.jpg,originals\shoes\SHO_041.jpg,lowres,high
degraded\shoes\161_jpeg_low.jpg,originals\shoes\SHO_041.jpg,jpeg,low
degraded\shoes\161_jpeg_medium.jpg,originals\shoes\SHO_041.jpg,jpeg,medium
degraded\shoes\161_jpeg_high.jpg,originals\shoes\SHO_041.jpg,jpeg,high
degraded\shoes\162_blur_low.jpg,originals\shoes\SHO_042.jpg,blur,low
degraded\shoes\162_blur_medium.jpg,originals\shoes\SHO_042.jpg,blur,medium
degraded\shoes\162_blur_high.jpg,originals\shoes\SHO_042.jpg,blur,high
degraded\shoes\162_underexposure_low.jpg,originals\shoes\SHO_042.jpg,underexposure,low
degraded\shoes\162_underexposure_medium.jpg,originals\shoes\SHO_042.jpg,underexposure,medium
degraded\shoes\162_underexposure_high.jpg,originals\shoes\SHO_042.jpg,underexposure,high
degraded\shoes\162_overexposure_low.jpg,originals\shoes\SHO_042.jpg,overexposure,low
degraded\shoes\162_overexposure_medium.jpg,originals\shoes\SHO_042.jpg,overexposure,medium
degraded\shoes\162_overexposure_high.jpg,originals\shoes\SHO_042.jpg,overexposure,high
degraded\shoes\162_bad_crop_low.jpg,originals\shoes\SHO_042.jpg,bad_crop,low
degraded\shoes\162_bad_crop_medium.jpg,originals\shoes\SHO_042.jpg,bad_crop,medium
degraded\shoes\162_bad_crop_high.jpg,originals\shoes\SHO_042.jpg,bad_crop,high
degraded\shoes\162_lowres_low.jpg,originals\shoes\SHO_042.jpg,lowres,low
degraded\shoes\162_lowres_medium.jpg,originals\shoes\SHO_042.jpg,lowres,medium
degraded\shoes\162_lowres_high.jpg,originals\shoes\SHO_042.jpg,lowres,high
degraded\shoes\162_jpeg_low.jpg,originals\shoes\SHO_042.jpg,jpeg,low
degraded\shoes\162_jpeg_medium.jpg,originals\shoes\SHO_042.jpg,jpeg,medium
degraded\shoes\162_jpeg_high.jpg,originals\shoes\SHO_042.jpg,jpeg,high
degraded\shoes\163_blur_low.jpg,originals\shoes\SHO_043.jpg,blur,low
degraded\shoes\163_blur_medium.jpg,originals\shoes\SHO_043.jpg,blur,medium
degraded\shoes\163_blur_high.jpg,originals\shoes\SHO_043.jpg,blur,high
degraded\shoes\163_underexposure_low.jpg,originals\shoes\SHO_043.jpg,underexposure,low
degraded\shoes\163_underexposure_medium.jpg,originals\shoes\SHO_043.jpg,underexposure,medium
degraded\shoes\163_underexposure_high.jpg,originals\shoes\SHO_043.jpg,underexposure,high
degraded\shoes\163_overexposure_low.jpg,originals\shoes\SHO_043.jpg,overexposure,low
degraded\shoes\163_overexposure_medium.jpg,originals\shoes\SHO_043.jpg,overexposure,medium
degraded\shoes\163_overexposure_high.jpg,originals\shoes\SHO_043.jpg,overexposure,high
degraded\shoes\163_bad_crop_low.jpg,originals\shoes\SHO_043.jpg,bad_crop,low
degraded\shoes\163_bad_crop_medium.jpg,originals\shoes\SHO_043.jpg,bad_crop,medium
degraded\shoes\163_bad_crop_high.jpg,originals\shoes\SHO_043.jpg,bad_crop,high
degraded\shoes\163_lowres_low.jpg,originals\shoes\SHO_043.jpg,lowres,low
degraded\shoes\163_lowres_medium.jpg,originals\shoes\SHO_043.jpg,lowres,medium
degraded\shoes\163_lowres_high.jpg,originals\shoes\SHO_043.jpg,lowres,high
degraded\shoes\163_jpeg_low.jpg,originals\shoes\SHO_043.jpg,jpeg,low
degraded\shoes\163_jpeg_medium.jpg,originals\shoes\SHO_043.jpg,jpeg,medium
degraded\shoes\163_jpeg_high.jpg,originals\shoes\SHO_043.jpg,jpeg,high
degraded\shoes\164_blur_low.jpg,originals\shoes\SHO_044.jpg,blur,low
degraded\shoes\164_blur_medium.jpg,originals\shoes\SHO_044.jpg,blur,medium
degraded\shoes\164_blur_high.jpg,originals\shoes\SHO_044.jpg,blur,high
degraded\shoes\164_underexposure_low.jpg,originals\shoes\SHO_044.jpg,underexposure,low
degraded\shoes\164_underexposure_medium.jpg,originals\shoes\SHO_044.jpg,underexposure,medium
degraded\shoes\164_underexposure_high.jpg,originals\shoes\SHO_044.jpg,underexposure,high
degraded\shoes\164_overexposure_low.jpg,originals\shoes\SHO_044.jpg,overexposure,low
degraded\shoes\164_overexposure_medium.jpg,originals\shoes\SHO_044.jpg,overexposure,medium
degraded\shoes\164_overexposure_high.jpg,originals\shoes\SHO_044.jpg,overexposure,high
degraded\shoes\164_bad_crop_low.jpg,originals\shoes\SHO_044.jpg,bad_crop,low
degraded\shoes\164_bad_crop_medium.jpg,originals\shoes\SHO_044.jpg,bad_crop,medium
degraded\shoes\164_bad_crop_high.jpg,originals\shoes\SHO_044.jpg,bad_crop,high
degraded\shoes\164_lowres_low.jpg,originals\shoes\SHO_044.jpg,lowres,low
degraded\shoes\164_lowres_medium.jpg,originals\shoes\SHO_044.jpg,lowres,medium
degraded\shoes\164_lowres_high.jpg,originals\shoes\SHO_044.jpg,lowres,high
degraded\shoes\164_jpeg_low.jpg,originals\shoes\SHO_044.jpg,jpeg,low
degraded\shoes\164_jpeg_medium.jpg,originals\shoes\SHO_044.jpg,jpeg,medium
degraded\shoes\164_jpeg_high.jpg,originals\shoes\SHO_044.jpg,jpeg,high
degraded\shoes\165_blur_low.jpg,originals\shoes\SHO_045.jpg,blur,low
degraded\shoes\165_blur_medium.jpg,originals\shoes\SHO_045.jpg,blur,medium
degraded\shoes\165_blur_high.jpg,originals\shoes\SHO_045.jpg,blur,high
degraded\shoes\165_underexposure_low.jpg,originals\shoes\SHO_045.jpg,underexposure,low
degraded\shoes\165_underexposure_medium.jpg,originals\shoes\SHO_045.jpg,underexposure,medium
degraded\shoes\165_underexposure_high.jpg,originals\shoes\SHO_045.jpg,underexposure,high
degraded\shoes\165_overexposure_low.jpg,originals\shoes\SHO_045.jpg,overexposure,low
degraded\shoes\165_overexposure_medium.jpg,originals\shoes\SHO_045.jpg,overexposure,medium
degraded\shoes\165_overexposure_high.jpg,originals\shoes\SHO_045.jpg,overexposure,high
degraded\shoes\165_bad_crop_low.jpg,originals\shoes\SHO_045.jpg,bad_crop,low
degraded\shoes\165_bad_crop_medium.jpg,originals\shoes\SHO_045.jpg,bad_crop,medium
degraded\shoes\165_bad_crop_high.jpg,originals\shoes\SHO_045.jpg,bad_crop,high
degraded\shoes\165_lowres_low.jpg,originals\shoes\SHO_045.jpg,lowres,low
degraded\shoes\165_lowres_medium.jpg,originals\shoes\SHO_045.jpg,lowres,medium
degraded\shoes\165_lowres_high.jpg,originals\shoes\SHO_045.jpg,lowres,high
degraded\shoes\165_jpeg_low.jpg,originals\shoes\SHO_045.jpg,jpeg,low
degraded\shoes\165_jpeg_medium.jpg,originals\shoes\SHO_045.jpg,jpeg,medium
degraded\shoes\165_jpeg_high.jpg,originals\shoes\SHO_045.jpg,jpeg,high
degraded\shoes\166_blur_low.jpg,originals\shoes\SHO_046.jpg,blur,low
degraded\shoes\166_blur_medium.jpg,originals\shoes\SHO_046.jpg,blur,medium
degraded\shoes\166_blur_high.jpg,originals\shoes\SHO_046.jpg,blur,high
degraded\shoes\166_underexposure_low.jpg,originals\shoes\SHO_046.jpg,underexposure,low
degraded\shoes\166_underexposure_medium.jpg,originals\shoes\SHO_046.jpg,underexposure,medium
degraded\shoes\166_underexposure_high.jpg,originals\shoes\SHO_046.jpg,underexposure,high
degraded\shoes\166_overexposure_low.jpg,originals\shoes\SHO_046.jpg,overexposure,low
